t links init
c   fr       to      len  mode  type lanes vdfunc ul1 ul2 ul3 
a   101062  500003  0.2 a   900 5   13  0   10000   900
a   101063  101019  0.21    a   343 2   51  0   2000    343
a   101063  101064  0.06    a   343 3   52  0   2610    343
a   101063  101066  0.1 a   343 2   52  0   1740    343
a   101064  101062  0.2 a   443 2   52  0   1740    443
a   101064  101063  0.06    a   343 3   52  0   2610    343
a   101064  500004  0.34    a   900 5   13  0   10000   900
a   101066  101045  0.17    a   343 2   51  0   2000    343
a   101066  101054  0.25    a   343 2   52  0   1740    343
a   101066  101063  0.1 a   343 2   52  0   1740    343
a   101069  101014  0.1 a   343 1   52  0   870 343
a   101069  101019  0.07    a   343 1   52  0   870 343
a   101092  101052  0.27    a   343 2   52  0   1740    343
a   101092  101093  0.17    a   343 2   52  0   1740    343
a   101092  101106  0.3 a   343 2   52  0   1740    343
a   101093  101092  0.17    a   343 2   52  0   1740    343
a   101093  101094  0.07    a   343 1   52  0   870 343
a   101093  101186  0.2 a   343 2   52  0   1740    343
a   101094  101093  0.07    a   343 1   52  0   870 343
a   101094  101095  0.05    a   343 1   52  0   870 343
a   101094  500005  0.2 a   900 5   13  0   10000   900
a   101095  101094  0.05    a   343 1   52  0   870 343
a   101095  101096  0.11    a   343 1   52  0   870 343
a   101095  101162  0.17    a   343 1   52  0   870 343
a   101095  101185  0.12    a   343 1   52  0   870 343
a   101096  101095  0.11    a   343 1   52  0   870 343
a   101096  101107  0.17    a   343 1   52  0   870 343
a   101102  101103  0.1 a   443 1   52  0   870 443
a   101102  101112  0.27    a   443 1   52  0   870 443
a   101103  101102  0.1 a   443 1   52  0   870 443
a   101103  101104  0.09    a   443 1   52  0   870 443
a   101103  500007  0.2 a   900 5   13  0   10000   900
a   101104  101103  0.09    a   443 1   52  0   870 443
a   101104  101105  0.12    a   343 2   52  0   1740    343
a   101104  101275  0.36    a   343 2   52  0   1740    343
a   101105  101104  0.12    a   343 2   52  0   1740    343
a   101105  101106  0.04    a   343 2   52  0   1740    343
a   101105  101164  0.12    a   343 1   52  0   870 343
a   101106  101092  0.3 a   343 2   52  0   1740    343
a   101106  101105  0.04    a   343 2   52  0   1740    343
a   101106  101163  0.17    a   343 1   50  0   1150    343
a   101107  101035  0.2 a   343 1   52  0   870 343
a   101107  101096  0.17    a   343 1   52  0   870 343
a   101112  101102  0.27    a   443 1   52  0   870 443
a   101112  101113  0.13    a   343 2   52  0   1740    343
a   101112  101134  0.1 a   443 2   52  0   1740    443
a   101113  101032  0.14    a   343 1   52  0   870 343
a   101113  101112  0.13    a   343 2   52  0   1740    343
a   101113  101114  0.09    a   343 2   52  0   1740    343
a   101114  101033  0.13    a   443 2   51  0   2000    443
a   101114  101113  0.09    a   343 2   52  0   1740    343
a   101114  101122  0.25    a   343 2   51  0   2000    343
a   101115  101112  0.07    a   343 2   52  0   1740    343
a   101115  101114  0.13    a   443 2   51  0   2000    443
a   101122  101042  0.3 a   143 2   50  0   2300    143
a   101122  101114  0.25    a   343 2   51  0   2000    343
a   101122  101136  0.3 a   143 2   50  0   2300    143
a   101122  101585  0.09    a   343 1   52  0   870 343
a   101132  101206  0.15    a   343 2   52  0   1740    343
a   101132  101582  0.43    a   343 1   52  0   870 343
a   101133  101134  0.11    a   343 1   52  0   870 343
a   101133  101206  0.22    a   343 1   52  0   870 343
a   101134  101133  0.11    a   343 1   52  0   870 343
a   101134  101135  0.11    a   343 2   52  0   1740    343
a   101134  101265  0.23    a   443 1   52  0   870 443
a   101135  101137  0.08    a   343 2   52  0   1740    343
a   101135  101207  0.76    a   343 1   51  0   1000    343
a   101136  101122  0.3 a   143 2   50  0   2300    143
a   101136  101216  1.07    a   143 1   70  0   2000    143
a   101137  101115  0.06    a   343 2   52  0   1740    343
a   101162  101095  0.17    a   343 1   52  0   870 343
a   101162  101174  0.16    a   343 1   52  0   870 343
a   101163  101062  0.48    a   343 2   50  0   2300    343
a   101163  101106  0.17    a   343 1   52  0   870 343
a   101163  101185  0.24    a   343 1   50  0   1150    343
a   101164  101105  0.12    a   343 1   52  0   870 343
a   101164  101182  0.32    a   343 1   52  0   870 343
a   101172  101173  0.18    a   443 2   52  0   1740    443
a   101172  101177  0.32    a   343 1   52  0   870 343
a   101173  101274  0.12    a   343 2   52  0   1740    343
a   101173  101353  0.3 a   443 2   52  0   1740    443
a   101173  101355  0.07    a   343 1   52  0   870 343
a   101174  101177  0.25    a   343 1   52  0   870 343
a   101174  500008  0.2 a   900 5   13  0   10000   900
a   101176  101182  0.18    a   343 2   52  0   1740    343
a   101176  101187  0.21    a   343 2   52  0   1740    343
a   101176  101354  0.04    a   343 1   52  0   870 343
a   101177  101172  0.32    a   343 1   52  0   870 343
a   101182  101164  0.32    a   343 1   52  0   870 343
a   101182  101183  0.16    a   343 1   52  0   870 343
a   101182  101187  0.07    a   343 1   52  0   870 343
a   101183  101184  0.08    a   343 1   52  0   870 343
a   101184  101185  0.07    a   343 2   52  0   1740    343
a   101184  101186  0.13    a   343 1   52  0   870 343
a   101185  101095  0.12    a   343 1   52  0   870 343
a   101185  101163  0.24    a   343 1   50  0   1150    343
a   101185  101184  0.07    a   343 2   52  0   1740    343
a   101186  101093  0.2 a   343 2   52  0   1740    343
a   101186  101184  0.13    a   343 1   52  0   870 343
a   101186  101192  0.23    a   343 1   52  0   870 343
a   101187  101176  0.21    a   343 2   52  0   1740    343
a   101187  101188  0.15    a   343 1   52  0   870 343
a   101188  101187  0.15    a   343 1   52  0   870 343
a   101188  101192  0.26    a   343 1   52  0   870 343
a   101188  101402  0.27    a   443 1   52  0   870 443
a   101192  101186  0.23    a   343 2   52  0   1740    343
a   101192  101188  0.26    a   343 1   52  0   870 343
a   101192  101199  0.1 a   343 2   51  0   2000    343
a   101199  101192  0.1 a   343 2   51  0   2000    343
a   101199  101406  0.12    a   343 2   51  0   2000    343
a   101202  101203  0.42    a   343 1   52  0   870 343
a   101202  101207  0.23    a   343 3   51  0   3000    343
a   101202  101214  0.17    a   343 3   52  0   2610    343
a   101202  101215  0.14    a   343 2   52  0   1740    343
a   101203  101202  0.42    a   343 1   52  0   870 343
a   101203  101204  0.32    a   343 1   52  0   870 343
a   101203  101246  0.14    a   443 1   52  0   870 443
a   101203  101252  0.13    a   343 2   52  0   1740    343
a   101204  100200  0.17    a   900 1   12  0   2000    900
a   101204  101203  0.32    a   343 1   52  0   870 343
a   101204  101205  0.14    a   343 1   52  0   870 343
a   101204  101268  0.12    a   443 1   52  0   870 443
a   101205  101204  0.14    a   343 1   52  0   870 343
a   101205  101206  0.1 a   343 1   52  0   870 343
a   101206  101132  0.15    a   343 2   51  0   2000    343
a   101206  101133  0.22    a   343 1   52  0   870 343
a   101206  101205  0.1 a   343 1   52  0   870 343
a   101206  101266  0.12    a   443 1   52  0   870 443
a   101207  101135  0.76    a   343 2   51  0   2000    343
a   101207  101202  0.23    a   343 3   51  0   3000    343
a   101207  500009  0.26    a   900 5   12  0   10000   900
a   101212  101213  0.11    a   343 2   52  0   1740    343
a   101212  101214  0.15    a   343 2   51  0   2000    343
a   101212  101223  0.42    a   343 2   51  0   2000    343
a   101212  500011  0.28    a   900 5   12  0   10000   900
a   101213  101212  0.11    a   343 2   52  0   1740    343
a   101213  101214  0.16    a   343 2   52  0   1740    343
a   101213  101224  0.28    a   343 2   52  0   1740    343
a   101213  101246  0.33    a   343 2   52  0   1740    343
a   101214  101212  0.15    a   343 2   52  0   1740    343
a   101214  101213  0.16    a   343 2   52  0   1740    343
a   101214  101215  0.2 a   343 4   52  0   3480    343
a   101215  101202  0.14    a   343 4   52  0   3480    343
a   101215  101632  0.63    a   343 2   52  0   1740    343
a   101216  101136  1.07    a   143 1   70  0   2000    143
a   101216  101217  0.43    a   143 1   71  0   1550    143
a   101217  101216  0.43    a   143 1   71  0   1550    143
a   101217  184202  1.24    a   242 1   70  0   2000    242
a   101217  300046  0.27    a   143 1   70  0   2000    143
a   101223  101212  0.42    a   343 2   51  0   2000    343
a   101223  101225  0.51    a   343 1   50  0   1150    343
a   101223  300414  0.13    a   242 2   51  0   2000    242
a   101224  101213  0.28    a   343 2   52  0   1740    343
a   101224  101225  0.4 a   343 2   52  0   1740    343
a   101224  101242  0.14    a   443 1   52  0   870 443
a   101225  101223  0.51    a   343 1   50  0   1150    343
a   101225  101224  0.4 a   343 2   52  0   1740    343
a   101225  101232  0.26    a   343 3   51  0   3000    343
a   101227  101232  0.15    a   113 3   51  0   3000    113
a   101227  300042  0.45    a   112 1   70  0   2000    112
a   101227  300050  0.04    a   100 2   70  0   4000    100
a   101228  184212  0.52    a   242 2   51  0   2000    242
a   101228  300044  0.11    a   100 2   70  0   4000    100
a   101228  300414  0.05    a   242 2   51  0   2000    242
a   101232  101225  0.26    a   343 3   51  0   3000    343
a   101232  101227  0.15    a   113 3   51  0   3000    113
a   101232  101233  0.33    a   113 3   51  0   3000    113
a   101233  101232  0.33    a   113 3   51  0   3000    113
a   101233  101234  0.04    a   343 2   52  0   1740    343
a   101233  101302  0.38    a   113 2   51  0   2000    113
a   101234  101233  0.04    a   343 2   52  0   1740    343
a   101234  101235  0.29    a   443 1   52  0   870 443
a   101234  101236  0.2 a   343 2   52  0   1740    343
a   101235  101234  0.29    a   443 1   52  0   870 443
a   101235  101237  0.19    a   443 1   52  0   870 443
a   101236  101234  0.2 a   343 2   52  0   1740    343
a   101236  101237  0.29    a   443 1   52  0   870 443
a   101236  101292  0.2 a   343 2   52  0   1740    343
a   101237  101235  0.19    a   443 1   52  0   870 443
a   101237  101236  0.29    a   443 1   52  0   870 443
a   101237  101238  0.14    a   443 1   52  0   870 443
a   101237  101249  0.43    a   443 1   52  0   870 443
a   101238  101237  0.14    a   443 1   52  0   870 443
a   101238  101239  0.09    a   443 1   52  0   870 443
a   101238  500012  0.2 a   900 5   12  0   10000   900
a   101239  101238  0.09    a   443 1   52  0   870 443
a   101239  101242  0.11    a   443 1   52  0   870 443
a   101242  101224  0.14    a   443 1   52  0   870 443
a   101242  101239  0.11    a   443 1   52  0   870 443
a   101242  101243  0.2 a   443 1   52  0   870 443
a   101243  101242  0.2 a   443 1   52  0   870 443
a   101243  101246  0.15    a   443 1   52  0   870 443
a   101246  101203  0.14    a   443 1   52  0   870 443
a   101246  101213  0.33    a   343 2   52  0   1740    343
a   101246  101243  0.15    a   443 1   52  0   870 443
a   101246  101247  0.12    a   343 1   52  0   870 343
a   101247  101246  0.12    a   343 3   52  0   2610    343
a   101247  101252  0.1 a   443 2   52  0   1740    443
a   101248  101247  0.12    a   343 2   52  0   1740    343
a   101249  101254  0.07    a   443 1   52  0   870 443
a   101249  101294  0.26    a   443 1   52  0   870 443
a   101252  101203  0.13    a   343 1   52  0   870 343
a   101252  101253  0.1 a   343 2   52  0   1740    343
a   101252  101268  0.31    a   443 2   52  0   1740    443
a   101253  101254  0.15    a   343 2   52  0   1740    343
a   101253  101255  0.3 a   443 1   52  0   870 443
a   101254  101248  0.15    a   343 2   52  0   1740    343
a   101254  101293  0.25    a   343 1   52  0   870 343
a   101255  101253  0.3 a   443 1   52  0   870 443
a   101255  101263  0.15    a   443 1   52  0   870 443
a   101255  101268  0.1 a   443 1   52  0   870 443
a   101262  101205  0.11    a   443 2   52  0   1740    443
a   101262  101266  0.12    a   443 1   52  0   870 443
a   101263  101255  0.15    a   443 1   52  0   870 443
a   101263  101262  0.11    a   443 2   52  0   1740    443
a   101263  101269  0.06    a   443 1   52  0   870 443
a   101263  500013  0.26    a   900 5   12  0   10000   900
a   101265  101267  0.04    a   443 1   52  0   870 443
a   101266  101133  0.18    a   443 1   52  0   870 443
a   101266  101267  0.09    a   443 1   52  0   870 443
a   101267  101266  0.09    a   443 1   52  0   870 443
a   101267  101269  0.04    a   443 1   52  0   870 443
a   101268  101204  0.12    a   443 1   52  0   870 443
a   101268  101255  0.1 a   443 1   52  0   870 443
a   101268  101262  0.14    a   443 2   52  0   1740    443
a   101269  101263  0.06    a   443 1   52  0   870 443
a   101269  101267  0.04    a   443 1   52  0   870 443
a   101272  101275  0.14    a   343 2   52  0   1740    343
a   101272  101293  0.44    a   343 2   52  0   1740    343
a   101274  101173  0.12    a   343 2   52  0   1740    343
a   101274  101285  0.2 a   343 2   52  0   1740    343
a   101274  500014  0.2 a   900 5   13  0   10000   900
a   101275  101104  0.36    a   343 2   52  0   1740    343
a   101275  101172  0.18    a   443 2   52  0   1740    443
a   101275  101272  0.14    a   343 2   52  0   1740    343
a   101282  101283  0.08    a   343 2   52  0   1740    343
a   101282  101285  0.23    a   443 1   52  0   870 443
a   101282  101293  0.36    a   343 1   52  0   870 343
a   101282  101305  0.3 a   443 1   52  0   870 443
a   101283  101282  0.08    a   343 2   52  0   1740    343
a   101283  101284  0.08    a   343 2   52  0   1740    343
a   101283  101304  0.3 a   343 2   52  0   1740    343
a   101283  101312  0.3 a   343 2   52  0   1740    343
a   101284  101283  0.08    a   343 2   52  0   1740    343
a   101284  101285  0.19    a   343 2   52  0   1740    343
a   101284  101357  0.14    a   443 2   52  0   1740    443
a   101285  101274  0.2 a   343 2   52  0   1740    343
a   101285  101284  0.19    a   343 2   52  0   1740    343
a   101285  500021  0.42    a   900 5   12  0   10000   900
a   101292  100320  0.22    a   900 1   12  0   2000    900
a   101292  101236  0.2 a   343 2   52  0   1740    343
a   101292  101294  0.21    a   343 2   52  0   1740    343
a   101292  101305  0.35    a   443 1   52  0   870 443
a   101293  101254  0.25    a   343 1   52  0   870 343
a   101293  101272  0.44    a   343 2   52  0   1740    343
a   101293  101282  0.36    a   343 1   52  0   870 343
a   101293  101294  0.08    a   343 2   52  0   1740    343
a   101294  101292  0.21    a   343 2   52  0   1740    343
a   101294  101293  0.08    a   343 2   52  0   1740    343
a   101302  101233  0.38    a   113 2   51  0   2000    113
a   101302  101303  0.14    a   243 2   51  0   2000    243
a   101302  101322  0.35    a   113 2   50  0   2300    113
a   101303  101302  0.14    a   243 2   51  0   2000    243
a   101303  101304  0.28    a   343 2   52  0   1740    343
a   101303  101312  0.63    a   243 2   51  0   2000    243
a   101303  101323  0.25    a   442 1   51  0   1000    442
a   101304  101283  0.3 a   343 2   52  0   1740    343
a   101304  101303  0.28    a   343 2   52  0   1740    343
a   101304  101305  0.08    a   443 1   52  0   870 443
a   101304  500017  0.22    a   900 5   12  0   10000   900
a   101305  101282  0.3 a   443 1   52  0   870 443
a   101305  101292  0.35    a   443 1   52  0   870 443
a   101305  101304  0.08    a   443 1   52  0   870 443
a   101305  500015  0.22    a   900 5   12  0   10000   900
a   101312  101283  0.3 a   343 2   52  0   1740    343
a   101312  101303  0.63    a   243 2   51  0   2000    243
a   101312  101342  0.3 a   243 2   51  0   2000    243
a   101319  101349  0.1 a   443 1   52  0   870 443
a   101319  101353  0.22    a   343 2   52  0   1740    343
a   101322  101302  0.35    a   113 2   50  0   2300    113
a   101322  101362  0.35    a   112 2   50  0   2300    112
a   101323  101303  0.25    a   442 1   51  0   1000    442
a   101323  500018  0.2 a   900 5   12  0   10000   900
a   101328  101363  0.26    a   112 2   70  0   4000    112
a   101328  101364  0.3 a   112 2   70  0   4000    112
a   101335  101336  0.19    a   112 2   50  0   2300    112
a   101335  101363  0.17    a   112 2   50  0   2300    112
a   101336  101335  0.19    a   112 2   50  0   2300    112
a   101336  101362  0.21    a   112 2   50  0   2300    112
a   101337  101338  0.46    a   441 1   52  0   870 441
a   101337  101508  0.38    a   441 1   52  0   870 441
a   101338  101337  0.46    a   441 1   52  0   870 441
a   101338  101369  0.62    a   441 1   52  0   870 441
a   101339  101342  0.21    a   442 1   51  0   1000    442
a   101339  500019  0.2 a   900 5   12  0   10000   900
a   101342  101312  0.3 a   243 2   51  0   2000    243
a   101342  101339  0.21    a   442 1   51  0   1000    442
a   101342  101343  0.12    a   243 2   51  0   2000    243
a   101343  101319  0.19    a   343 2   52  0   1740    343
a   101343  101342  0.12    a   243 2   51  0   2000    243
a   101343  101344  0.34    a   243 2   51  0   2000    243
a   101344  101343  0.34    a   243 2   51  0   2000    243
a   101344  101372  0.38    a   343 2   51  0   2000    343
a   101344  101484  0.24    a   233 2   51  0   2000    233
a   101345  101482  0.6 a   233 2   50  0   2300    233
a   101345  101493  0.33    a   233 2   51  0   2000    233
a   101349  101319  0.1 a   443 1   52  0   870 443
a   101349  101342  0.19    a   443 1   52  0   870 443
a   101352  101274  0.23    a   443 2   52  0   1740    443
a   101352  101357  0.2 a   443 2   52  0   1740    443
a   101352  101359  0.04    a   443 2   52  0   1740    443
a   101352  500020  0.2 a   900 5   12  0   10000   900
a   101353  101356  0.07    a   343 2   52  0   1740    343
a   101353  101359  0.2 a   443 2   52  0   1740    443
a   101354  101176  0.04    a   343 1   52  0   870 343
a   101354  101355  0.36    a   343 1   52  0   870 343
a   101355  101173  0.07    a   343 1   52  0   870 343
a   101355  101354  0.36    a   343 1   52  0   870 343
a   101356  101176  0.4 a   343 2   52  0   1740    343
a   101357  101284  0.14    a   443 2   52  0   1740    443
a   101357  101352  0.2 a   443 2   52  0   1740    443
